ship,metier,TRIPNR,year,quar,week,hpsegment2,effort,hpeffort
OD1,TBB_DEF_70-99_0_0,2,1999,3,35,Groot,4.2,8413
GO28,TBB_DEF_70-99_0_0,3,1999,4,39,Groot,4.2,12297
UK47,TBB_DEF_70-99_0_0,4,1999,4,47,Groot,4,8002
GO6,TBB_DEF_70-99_0_0,6,2000,1,10,Groot,4.3,8586
UK284,TBB_DEF_70-99_0_0,7,2000,1,11,Groot,4.7,9336
TX37,TBB_DEF_70-99_0_0,8,2000,1,13,Groot,3.9,7836
HD225,TBB_DEF_70-99_0_0,9,2000,2,15,Groot,4.5,12036
UK63,TBB_DEF_70-99_0_0,10,2000,2,16,Groot,4.1,7353
OD50,TBB_DEF_70-99_0_0,11,2000,2,18,Groot,4.1,7422
TX41,TBB_DEF_70-99_0_0,12,2000,2,19,Euro,3.9,1165
GO7,TBB_DEF_70-99_0_0,13,2000,2,21,Groot,4.1,4673
GO58,TBB_DEF_70-99_0_0,14,2000,2,23,Euro,3.9,1177
HD7,TBB_DEF_70-99_0_0,15,2000,2,25,Groot,4.4,8830
KW42,TBB_DEF_70-99_0_0,16,2000,3,27,Groot,4.5,9086
UK225,TBB_DEF_70-99_0_0,19,2000,3,32,Groot,4.1,8169
OD8,TBB_DEF_70-99_0_0,20,2000,3,34,Groot,4.1,7428
KW32,TBB_DEF_70-99_0_0,22,2000,4,51,Groot,6.1,21725.5
TX38,TBB_DEF_70-99_0_0,23,2001,1,8,Groot,4.4,8741
UK1,TBB_DEF_70-99_0_0,24,2001,1,9,Groot,4.2,10525
HD65,TBB_DEF_70-99_0_0,26,2001,2,14,Euro,2.15,638.5
UK184,TBB_DEF_70-99_0_0,27,2001,2,14,Groot,4.6,9227
UK383,TBB_DEF_70-99_0_0,28,2001,2,19,Groot,4.8,9669
OD1,TBB_DEF_70-99_0_0,31,2002,1,3,Groot,3.2,6331
OD8,TBB_DEF_70-99_0_0,32,2002,2,18,Groot,4.2,7578
HD22,TBB_DEF_70-99_0_0,30,2002,2,26,Groot,4.5,8996
SL27,TBB_DEF_70-99_0_0,35,2002,3,28,Groot,2.1,4209.5
GO20,TBB_DEF_70-99_0_0,36,2002,4,46,Groot,3.9,7752
GO22,TBB_DEF_70-99_0_0,37,2003,1,3,Groot,3,6085
TX38,TBB_DEF_70-99_0_0,38,2003,1,12,Groot,3.9,7825
UK47,TBB_DEF_70-99_0_0,39,2003,2,18,Groot,3,6002
HD7,TBB_DEF_70-99_0_0,40,2003,2,21,Groot,4,7997
GO44,TBB_DEF_70-99_0_0,45,2003,2,23,Groot,4.1,8169
GO41,TBB_DEF_70-99_0_0,44,2003,3,28,Groot,4,8185
TX36,TBB_DEF_70-99_0_0,48,2003,3,33,Groot,4.3,8502
UK243,TBB_DEF_70-99_0_0,49,2003,4,41,Groot,4,7980
KW34,TBB_DEF_70-99_0_0,50,2003,4,47,Groot,4.6,9169
SL12,TBB_DEF_70-99_0_0,51,2004,1,7,Groot,3.7,6602
TX33,TBB_DEF_70-99_0_0,52,2004,2,16,Groot,3.4,7716
UK153,TBB_DEF_70-99_0_0,53,2004,2,21,Groot,2.9,5835
GO5,TBB_DEF_70-99_0_0,54,2004,2,25,Groot,4.1,8169
WR244,TBB_DEF_70-99_0_0,56,2004,3,32,Euro,1.95,582.5
OD1,TBB_DEF_70-99_0_0,57,2004,3,34,Groot,4,7997
TX43,TBB_DEF_70-99_0_0,58,2004,4,42,Groot,3.7,7315
UK237,TBB_DEF_70-99_0_0,59,2004,4,48,Groot,4,8086
UK45,TBB_DEF_70-99_0_0,60,2004,4,50,Groot,4,11483
UK47,TBB_DEF_70-99_0_0,61,2005,1,5,Groot,5,10003
GO4,TBB_DEF_70-99_0_0,62,2005,1,10,Groot,4.1,8230
UK195,TBB_DEF_70-99_0_0,63,2005,2,17,Groot,4,7980
HD29,TBB_DEF_70-99_0_0,65,2005,3,28,Groot,4.2,8336
TX38,TBB_DEF_70-99_0_0,66,2005,3,32,Groot,4.3,8657
UK153,TBB_DEF_70-99_0_0,1400,2005,4,41,Groot,4.1,8169
UK95,TBB_DEF_70-99_0_0,67,2005,4,41,Groot,4,7980
UK95,TBB_DEF_70-99_0_0,68,2005,4,44,Groot,4.3,8562
UK153,TBB_DEF_70-99_0_0,1401,2005,4,44,Groot,3.897727273,7802.022727
UK64,TBB_DEF_70-99_0_0,69,2005,4,50,Groot,3.7,7335
UK64,TBB_DEF_70-99_0_0,70,2006,1,2,Groot,4,8002
UK64,TBB_DEF_70-99_0_0,71,2006,1,5,Groot,5.1,10170
UK153,TBB_DEF_70-99_0_0,1402,2006,1,5,Groot,3.897727273,7802.022727
UK95,TBB_DEF_70-99_0_0,72,2006,1,9,Groot,4.3,8562
UK153,TBB_DEF_70-99_0_0,1403,2006,1,9,Groot,3.897727273,7802.022727
UK153,TBB_DEF_70-99_0_0,1404,2006,1,11,Groot,3.3,6669
UK64,TBB_DEF_70-99_0_0,73,2006,1,11,Groot,4.5,9003
GO22,TBB_DEF_70-99_0_0,74,2006,2,18,Groot,4,8002
GO4,TBB_DEF_70-99_0_0,75,2006,2,23,Groot,3.3,6484
UK47,TBB_DEF_70-99_0_0,76,2006,2,26,Groot,4,8002
WR244,TBB_DEF_70-99_0_0,78,2006,3,38,Euro,2.3,682.5
GO5,TBB_DEF_70-99_0_0,77,2006,4,47,Groot,4.1,8252
BR43,TBB_DEF_70-99_0_0,80,2006,4,48,Groot,3.6,7252
TX38,TBB_DEF_70-99_0_0,1405,2006,4,48,Groot,4.8,9573
GO28,TBB_DEF_70-99_0_0,81,2007,1,8,Groot,4,11805
TX38,TBB_DEF_70-99_0_0,82,2007,1,11,Groot,4.4,8741
GO26,TBB_DEF_70-99_0_0,83,2007,2,17,Groot,4.3,8497
HD29,TBB_DEF_70-99_0_0,84,2007,2,22,Groot,4.5,8919
TX38,TBB_DEF_70-99_0_0,85,2007,2,24,Groot,4.3,8574
UK45,TBB_DEF_70-99_0_0,86,2007,2,24,Groot,4,11604
OD1,TBB_DEF_70-99_0_0,87,2007,3,34,Groot,4,7997
UK64,TBB_DEF_70-99_0_0,88,2007,3,39,Groot,4.2,8336
GO38,TBB_DEF_70-99_0_0,89,2007,4,44,Groot,4.2,8419
TX1,TBB_DEF_70-99_0_0,90,2007,4,50,Groot,4.3,8562
UK95,TBB_DEF_70-99_0_0,94,2008,1,4,Groot,3.5,6900
GO20,TBB_DEF_70-99_0_0,95,2008,1,9,Groot,4.1,8252
TX19,TBB_DEF_70-99_0_0,97,2008,2,17,Groot,4.5,8919
GO22,TBB_DEF_70-99_0_0,98,2008,2,24,Groot,4.2,8419
UK1,TBB_DEF_70-99_0_0,102,2008,3,35,Groot,4.7,11776
KW145,TBB_DEF_70-99_0_0,103,2008,4,40,Groot,4.5,9003
TX38,TBB_DEF_70-99_0_0,104,2008,4,41,Groot,4.3,8574
TX38,TBB_DEF_70-99_0_0,105,2008,4,43,Groot,4.3,8657
GO4,TBB_DEF_70-99_0_0,106,2008,4,48,Groot,4,7980
UK45,TBB_DEF_70-99_0_0,1405,2009,1,5,Groot,3.8,10878
GO4,TBB_DEF_70-99_0_0,107,2009,1,9,Groot,4,8064
TX19,TBB_DEF_70-99_0_0,108,2009,1,10,Groot,4.4,8752
GO4,TBB_DEF_70-99_0_0,124,2009,2,14,Groot,3.1,6235
TX19,TBB_DEF_70-99_0_0,146,2009,2,14,Groot,4.4,8752
TX29,TBB_DEF_70-99_0_0,155,2009,2,14,Groot,3.9,8838
HD3,TBB_DEF_70-99_0_0,135,2009,2,16,Euro,6.8,2054
UK284,TBB_DEF_70-99_0_0,164,2009,2,17,Groot,4.2,8419
UK45,TBB_DEF_70-99_0_0,173,2009,2,17,Groot,3.8,10878
GO4,TBB_DEF_70-99_0_0,125,2009,2,20,Groot,5,10059
HD36,TBB_DEF_70-99_0_0,138,2009,2,20,Euro,6.7,2016
TX19,TBB_DEF_70-99_0_0,147,2009,2,20,Groot,4.5,8919
TX29,TBB_DEF_70-99_0_0,109,2009,2,20,Groot,3.9,8933
UK284,TBB_DEF_70-99_0_0,165,2009,2,20,Groot,4.2,8336
UK45,TBB_DEF_70-99_0_0,174,2009,2,20,Groot,3.8,10999
GO4,TBB_DEF_70-99_0_0,126,2009,2,22,Groot,4.1,8147
TX19,TBB_DEF_70-99_0_0,148,2009,2,22,Groot,4.2,8419
TX29,TBB_DEF_70-99_0_0,156,2009,2,22,Groot,3.9,8933
HD3,TBB_DEF_70-99_0_0,136,2009,2,23,Euro,6.8,2041
HD36,TBB_DEF_70-99_0_0,139,2009,2,24,Euro,6.7,2004
UK284,TBB_DEF_70-99_0_0,166,2009,2,24,Groot,3.9,7836
UK45,TBB_DEF_70-99_0_0,175,2009,2,24,Groot,3.8,10999
UK45,TBB_DEF_70-99_0_0,110,2009,2,25,Groot,3.8,10999
TX19,TBB_DEF_70-99_0_0,149,2009,3,27,Groot,4.2,8336
TX29,TBB_DEF_70-99_0_0,157,2009,3,27,Groot,3.8,8743
UK284,TBB_DEF_70-99_0_0,167,2009,3,28,Groot,5,10003
UK45,TBB_DEF_70-99_0_0,176,2009,3,28,Groot,3.8,10999
TX19,TBB_DEF_70-99_0_0,150,2009,3,31,Groot,4.4,8752
TX29,TBB_DEF_70-99_0_0,158,2009,3,31,Groot,3.9,8838
GO4,TBB_DEF_70-99_0_0,127,2009,3,32,Groot,3,6068
UK45,TBB_DEF_70-99_0_0,177,2009,3,32,Groot,3.8,10878
UK47,TBB_DEF_70-99_0_0,111,2009,3,32,Groot,4,8002
UK284,TBB_DEF_70-99_0_0,168,2009,3,33,Groot,4.5,9086
GO4,TBB_DEF_70-99_0_0,128,2009,3,35,Groot,4.1,8147
TX19,TBB_DEF_70-99_0_0,151,2009,3,35,Groot,4.2,8419
TX29,TBB_DEF_70-99_0_0,159,2009,3,35,Groot,3.9,8933
UK45,TBB_DEF_70-99_0_0,178,2009,3,36,Groot,3.4,9790
UK284,TBB_DEF_70-99_0_0,169,2009,3,37,Groot,4.3,8502
GO26,TBB_DEF_70-99_0_0,112,2009,3,39,Groot,4.2,8330
GO4,TBB_DEF_70-99_0_0,129,2009,3,39,Groot,4,7980
TX19,TBB_DEF_70-99_0_0,152,2009,3,39,Groot,4.2,8419
TX29,TBB_DEF_70-99_0_0,160,2009,3,39,Groot,3.9,8933
UK284,TBB_DEF_70-99_0_0,170,2009,4,40,Groot,4.7,9419
UK45,TBB_DEF_70-99_0_0,179,2009,4,40,Groot,3.8,10999
GO4,TBB_DEF_70-99_0_0,130,2009,4,43,Groot,4,7897
TX29,TBB_DEF_70-99_0_0,161,2009,4,43,Groot,4,9028
UK45,TBB_DEF_70-99_0_0,180,2009,4,44,Groot,3.8,10878
GO28,TBB_DEF_70-99_0_0,113,2009,4,45,Groot,4.1,12051
GO4,TBB_DEF_70-99_0_0,131,2009,4,47,Groot,4.1,8147
TX29,TBB_DEF_70-99_0_0,162,2009,4,47,Groot,3.9,8933
UK45,TBB_DEF_70-99_0_0,181,2009,4,48,Groot,3.5,10153
TX19,TBB_DEF_70-99_0_0,153,2009,4,49,Groot,4.3,8669
UK284,TBB_DEF_70-99_0_0,171,2009,4,49,Groot,4.1,8252
GO31,TBB_DEF_70-99_0_0,114,2009,4,50,Groot,3.9,7836
GO4,TBB_DEF_70-99_0_0,132,2009,4,50,Groot,3.9,7814
TX29,TBB_DEF_70-99_0_0,163,2009,4,50,Groot,3.9,8933
UK284,TBB_DEF_70-99_0_0,172,2009,4,51,Groot,4,7919
TX19,TBB_DEF_70-99_0_0,154,2009,4,52,Groot,8.8,17505
UK64,TBB_DEF_70-99_0_0,192,2010,1,8,Groot,4.4,8752
TX1,TBB_DEF_70-99_0_0,193,2010,1,11,Groot,4.3,8479
GO4,TBB_DEF_70-99_0_0,194,2010,2,17,Groot,3.8,7581
SL42,TBB_DEF_70-99_0_0,195,2010,2,21,Groot,3.2,6401
UK95,TBB_DEF_70-99_0_0,196,2010,3,38,Groot,4.1,8147
UK34,TBB_DEF_70-99_0_0,197,2010,4,39,Groot,4.4,8836
GO38,TBB_DEF_70-99_0_0,198,2010,4,42,Groot,4.2,8402
GO5,TBB_DEF_70-99_0_0,199,2010,4,49,Groot,4,8008
GO28,TBB_DEF_70-99_0_0,213,2010,1,11,Groot,4.1,12051
GO28,TBB_DEF_70-99_0_0,214,2010,2,19,Groot,4.1,12051
GO28,TBB_DEF_70-99_0_0,215,2010,3,28,Groot,3.9,11559
GO28,TBB_DEF_70-99_0_0,216,2010,3,38,Groot,4,11805
GO28,TBB_DEF_70-99_0_0,217,2010,4,42,Groot,4.2,12420
GO28,TBB_DEF_70-99_0_0,218,2010,4,46,Groot,3.7,10944
GO28,TBB_DEF_70-99_0_0,219,2010,4,49,Groot,4,11805
GO29,TBB_DEF_70-99_0_0,220,2010,2,19,Euro,1.5,444.5
GO4,TBB_DEF_70-99_0_0,221,2010,1,4,Groot,3.1,6085
GO4,TBB_DEF_70-99_0_0,222,2010,1,8,Groot,4.1,8080
GO4,TBB_DEF_70-99_0_0,223,2010,1,12,Groot,4,8064
GO4,TBB_DEF_70-99_0_0,226,2010,3,35,Groot,3.6,7149
GO4,TBB_DEF_70-99_0_0,227,2010,4,41,Groot,3.9,7814
GO4,TBB_DEF_70-99_0_0,228,2010,4,45,Groot,3.5,7.00E+03
GO4,TBB_DEF_70-99_0_0,229,2010,4,50,Groot,3.1,6235
GO48,TBB_DEF_70-99_0_0,230,2010,1,5,Groot,4.2,8313
GO48,TBB_DEF_70-99_0_0,231,2010,1,9,Groot,4.2,8313
GO48,TBB_DEF_70-99_0_0,232,2010,2,14,Groot,3.6,7232
GO48,TBB_DEF_70-99_0_0,233,2010,2,18,Groot,4.2,8296
GO48,TBB_DEF_70-99_0_0,234,2010,2,24,Groot,3.2,6401
GO48,TBB_DEF_70-99_0_0,235,2010,3,32,Groot,4.2,8396
GO48,TBB_DEF_70-99_0_0,236,2010,3,36,Groot,4.2,8396
GO48,TBB_DEF_70-99_0_0,237,2010,4,40,Groot,4.2,8368
GO48,TBB_DEF_70-99_0_0,238,2010,4,44,Groot,4.3,8479
GO58,TBB_DEF_70-99_0_0,239,2010,2,16,Euro,4.3,1277
GO58,TBB_DEF_70-99_0_0,240,2010,2,18,Euro,2.3,689
GO58,TBB_DEF_70-99_0_0,241,2010,2,19,Euro,3.5,1039
HD22,TBB_DEF_70-99_0_0,244,2010,1,7,Groot,6.7,13411
HD22,TBB_DEF_70-99_0_0,245,2010,1,10,Groot,6.7,13311
HD22,TBB_DEF_70-99_0_0,246,2010,2,15,Groot,4.3,8680
HD22,TBB_DEF_70-99_0_0,247,2010,2,19,Groot,4.3,8497
HD22,TBB_DEF_70-99_0_0,248,2010,3,31,Groot,4.3,8580
HD22,TBB_DEF_70-99_0_0,249,2010,4,42,Groot,6.6,13245
HD3,TBB_DEF_70-99_0_0,250,2010,2,15,Euro,4.4,1330
HD36,TBB_DEF_70-99_0_0,253,2010,1,4,Euro,3,889
HD36,TBB_DEF_70-99_0_0,257,2010,2,19,Euro,4.3,1305
OD50,TBB_DEF_70-99_0_0,265,2010,1,6,Euro,2.6,781
OD50,TBB_DEF_70-99_0_0,266,2010,1,9,Euro,3.8,1142
OD50,TBB_DEF_70-99_0_0,267,2010,2,14,Euro,2.15,646
OD50,TBB_DEF_70-99_0_0,268,2010,2,17,Euro,4.1,1230
OD50,TBB_DEF_70-99_0_0,269,2010,2,24,Euro,4.2,1265
OD50,TBB_DEF_70-99_0_0,270,2010,3,30,Euro,2.05,616
OD50,TBB_DEF_70-99_0_0,271,2010,4,40,Euro,1.75,530.25
OD50,TBB_DEF_70-99_0_0,272,2010,4,48,Euro,1.45,444.5
OD6,TBB_DEF_70-99_0_0,273,2010,1,5,Groot,4.1,7428
OD6,TBB_DEF_70-99_0_0,274,2010,1,9,Groot,2.9,5192
OD6,TBB_DEF_70-99_0_0,279,2010,4,44,Groot,4.2,7503
OD6,TBB_DEF_70-99_0_0,280,2010,4,48,Groot,4.3,7728
TX19,TBB_DEF_70-99_0_0,293,2010,1,5,Groot,3.2,6418
TX19,TBB_DEF_70-99_0_0,294,2010,1,11,Groot,4.2,8419
TX19,TBB_DEF_70-99_0_0,295,2010,2,19,Groot,4.2,8336
TX19,TBB_DEF_70-99_0_0,296,2010,3,36,Groot,4.3,8669
TX29,TBB_DEF_70-99_0_0,297,2010,1,5,Groot,3.9,8857
TX29,TBB_DEF_70-99_0_0,298,2010,1,11,Groot,4.1,9408
TX29,TBB_DEF_70-99_0_0,299,2010,2,19,Groot,4,9009
TX29,TBB_DEF_70-99_0_0,300,2010,3,28,Groot,3.9,8838
TX29,TBB_DEF_70-99_0_0,301,2010,3,36,Groot,3.9,8933
TX29,TBB_DEF_70-99_0_0,302,2010,4,47,Groot,4,9009
TX29,TBB_DEF_70-99_0_0,303,2010,4,49,Groot,4,9028
UK284,TBB_DEF_70-99_0_0,305,2010,1,4,Groot,4.1,8169
UK284,TBB_DEF_70-99_0_0,306,2010,1,8,Groot,4.2,8336
UK284,TBB_DEF_70-99_0_0,307,2010,2,15,Groot,4.2,8336
UK284,TBB_DEF_70-99_0_0,308,2010,2,23,Groot,4.7,9403
UK284,TBB_DEF_70-99_0_0,309,2010,3,31,Groot,4.6,9236
UK284,TBB_DEF_70-99_0_0,312,2010,4,47,Groot,4.2,8419
UK284,TBB_DEF_70-99_0_0,313,2010,4,50,Groot,4.1,8252
UK45,TBB_DEF_70-99_0_0,314,2010,1,4,Groot,3.1,8944
UK45,TBB_DEF_70-99_0_0,315,2010,1,8,Groot,3.8,10878
UK45,TBB_DEF_70-99_0_0,316,2010,2,15,Groot,3.8,10999
UK45,TBB_DEF_70-99_0_0,317,2010,2,22,Groot,3.8,10999
UK45,TBB_DEF_70-99_0_0,318,2010,3,31,Groot,3.8,10878
UK45,TBB_DEF_70-99_0_0,319,2010,3,38,Groot,3.7,10637
UK45,TBB_DEF_70-99_0_0,321,2010,4,47,Groot,3.7,10782
UK45,TBB_DEF_70-99_0_0,322,2010,4,50,Groot,3.8,10878
WR244,TBB_DEF_70-99_0_0,345,2010,1,7,Euro,4.3,1300
WR244,TBB_DEF_70-99_0_0,346,2010,1,11,Euro,3.5,1039
WR244,TBB_DEF_70-99_0_0,347,2010,2,20,Euro,2.5,751
WR244,TBB_DEF_70-99_0_0,348,2010,2,26,Euro,2.4,726
WR244,TBB_DEF_70-99_0_0,348,2010,3,26,Euro,1.7,501
WR244,TBB_DEF_70-99_0_0,349,2010,4,43,Euro,1.5,457
GO4,TBB_DEF_70-99_0_0,353,2011,1,10,Groot,4.1,8147
GO22,TBB_DEF_70-99_0_0,354,2011,2,13,Groot,4.1,8252
TX36,TBB_DEF_70-99_0_0,355,2011,2,18,Groot,4.3,8586
HD29,TBB_DEF_70-99_0_0,356,2011,2,23,Groot,4.3,8586
GO28,TBB_DEF_70-99_0_0,357,2011,3,37,Groot,4,11805
GO28,TBB_DEF_70-99_0_0,357.1,2011,3,37,Groot,4,11805
GO4,TBB_DEF_70-99_0_0,358,2011,3,39,Groot,4,7914
GO4,TBB_DEF_70-99_0_0,358.1,2011,3,39,Groot,4,7914
UK45,TBB_DEF_70-99_0_0,359,2011,4,43,Groot,3.9,11241
UK45,TBB_DEF_70-99_0_0,359.1,2011,4,43,Groot,3.9,11241
OD6,TBB_DEF_70-99_0_0,360,2011,4,47,Groot,4.2,7541
OD6,TBB_DEF_70-99_0_0,360.1,2011,4,47,Groot,4.2,7541
GO4,TBB_DEF_70-99_0_0,362,2011,1,6,Groot,3.9,7798
GO4,TBB_DEF_70-99_0_0,363,2011,1,9,Groot,4,8064
GO4,TBB_DEF_70-99_0_0,364,2011,1,12,Groot,4.1,8113
GO4,TBB_DEF_70-99_0_0,365,2011,3,36,Groot,4,7997
GO28,TBB_DEF_70-99_0_0,367,2011,1,7,Groot,4,11805
GO28,TBB_DEF_70-99_0_0,368,2011,3,28,Groot,3.5,10329
GO28,TBB_DEF_70-99_0_0,369,2011,3,36,Groot,3.9,11559
GO48,TBB_DEF_70-99_0_0,371,2011,1,6,Groot,4.1,8230
GO48,TBB_DEF_70-99_0_0,372,2011,1,10,Groot,4.1,8230
GO48,TBB_DEF_70-99_0_0,373,2011,3,27,Groot,4.1,8230
GO48,TBB_DEF_70-99_0_0,374,2011,3,32,Groot,1.85,3699
GO48,TBB_DEF_70-99_0_0,375,2011,3,36,Groot,4.3,8479
GO58,TBB_DEF_70-99_0_0,376,2011,1,13,Euro,4,1190
GO58,TBB_DEF_70-99_0_0,377,2011,3,33,Euro,4.2,1255
HD22,TBB_DEF_70-99_0_0,383,2011,1,10,Groot,6.6,13228
HD22,TBB_DEF_70-99_0_0,384,2011,3,28,Groot,3.9,7830
HD22,TBB_DEF_70-99_0_0,385,2011,3,37,Groot,6.5,12995
OD6,TBB_DEF_70-99_0_0,392,2011,1,6,Groot,4.1,7422
OD50,TBB_DEF_70-99_0_0,396,2011,1,6,Euro,3.2,957
OD50,TBB_DEF_70-99_0_0,397,2011,3,38,Euro,2.15,638.5
TX19,TBB_DEF_70-99_0_0,399,2011,1,12,Groot,4.3,8586
TX29,TBB_DEF_70-99_0_0,400,2011,1,7,Groot,3.4,7678
TX29,TBB_DEF_70-99_0_0,401,2011,1,11,Groot,3.9,8933
TX29,TBB_DEF_70-99_0_0,402,2011,3,27,Groot,3.9,8933
TX29,TBB_DEF_70-99_0_0,403,2011,3,36,Groot,3.9,8933
UK45,TBB_DEF_70-99_0_0,405,2011,1,7,Groot,3.8,10878
